1|bis 3 Tage
2|mehr als 3 Tage bis 1 Woche
3|mehr als 1 Woche bis 1 Monat
4|mehr als 1 Monat bis 3 Monate
5|mehr als 3 Monate bis 6 Monate
6|mehr als 6 Monate bis 1 Jahr
7|mehr als 1 Jahr bis 2 Jahre
8|mehr als 2 Jahre bis 3 Jahre
9|mehr als 3 Jahre
0|Keine Angabe
