1|Meisterprüfung oder gleichwertige Aufstiegsfortbildung
2|Mehrjährige Berufsausbildung und/oder Berufserfahrung in einem Berufsfeld mit fachlicher Nähe zum Studienfach
3|Mehrjährige Berufsausbildung und/oder Berufserfahrung in einem Berufsfeld ohne fachliche Nähe zum Studienfach
