0|keine Angabe	
1|Staatliche Bildungseinrichtung	
2|Private Bildungseinrichtung	
3|Bildungseinrichtung der Industrie- und Handelskammern	
4|Bildungseinrichtung der Handwerkskammern	
5|Bildungseinrichtung sonstiger Kammern	
6|Bildungseinrichtung der Wirtschafts- und Fachverbände	
7|Bildungseinrichtung der Arbeitnehmerorganisationen/Gewerkschaften	
8|Bildungseinrichtung der sozialen Wohlfahrt / der Kirchen o. ä.	
10|IQ-Anbieter (Integration & Qualifizierung)
